artist,country,language,place_final,points_final,title,year
SuRie,United Kingdom,English,24.0,48.0,Storm,2018
Jonida Maliqi,Albania,Albanian,17.0,90.0,Ktheju tokës,2019
Srbuk,Armenia,English,,,Walking Out,2019
Kate Miller-Heidke,Australia,English,9.0,284.0,Zero Gravity,2019
PÆNDA,Austria,English,,,Limits,2019
Chingiz,Azerbaijan,English,8.0,302.0,Truth,2019
ZENA,Belarus,English,24.0,31.0,Like It,2019
Eliot,Belgium,English,,,Wake Up,2019
Roko,Croatia,"English,Croatian",,,The Dream,2019
Tamta,Cyprus,English,13.0,109.0,Replay,2019
Lake Malawi,Czech Republic,English,11.0,157.0,Friend of a Friend,2019
Leonora,Denmark,English,12.0,120.0,Love Is Forever,2019
Victor Crone,Estonia,English,20.0,76.0,Storm,2019
Darude feat. Sebastian Rejman,Finland,English,,,Look Away,2019
Bilal Hassani,France,"French,English",16.0,105.0,Roi,2019
Oto Nemsadze,Georgia,Georgian,,,Keep on Going,2019
S!sters,Germany,English,25.0,24.0,Sister,2019
Katerine Duska,Greece,English,21.0,74.0,Better Love,2019
Joci Pápai,Hungary,Hungarian,,,Az én apám,2019
Hatari,Iceland,Icelandic,10.0,232.0,Hatrið mun sigra,2019
Sarah McTernan,Ireland,English,,,22,2019
Kobi Marimi,Israel,English,23.0,35.0,Home,2019
Mahmood,Italy,"Italian,Arabic",2.0,472.0,Soldi,2019
Carousel,Latvia,English,,,That Night,2019
Jurij Veklenko,Lithuania,English,,,Run With The Lions,2019
Michela,Malta,English,14.0,107.0,Chameleon,2019
Anna Odobescu,Moldova,English,,,Stay,2019
D mol,Montenegro,English,,,Heaven,2019
Duncan Laurence,Netherlands,English,1.0,498.0,Arcade,2019
Tamara Todevska,North Macedonia,English,7.0,305.0,Proud,2019
KEiiNO,Norway,"English,Northern Sámi",6.0,331.0,Spirit in the Sky,2019
Tulia,Poland,"Polish,English",,,Fire of Love (Pali się),2019
Conan Osiris,Portugal,Portuguese,,,Telemóveis,2019
Ester Peony,Romania,English,,,On a Sunday,2019
Sergey Lazarev,Russia,English,3.0,370.0,Scream,2019
Serhat,San Marino,English,19.0,77.0,Say Na Na Na,2019
Nevena Božović,Serbia,"Serbian,English",18.0,89.0,Kruna,2019
Zala Kralj & Gašper Šantl,Slovenia,Slovenian,15.0,105.0,Sebi,2019
Miki,Spain,Spanish,22.0,54.0,La Venda,2019
John Lundvik,Sweden,English,5.0,334.0,Too Late For Love,2019
Luca Hänni,Switzerland,English,4.0,364.0,She Got Me,2019
Michael Rice,United Kingdom,English,26.0,11.0,Bigger Than Us,2019
Arilena Ara,Albania,English,,,Fall From The Sky,2020
Athena Manoukian,Armenia,English,,,Chains On You,2020
Montaigne,Australia,English,,,Don't Break Me,2020
Vincent Bueno,Austria,English,,,Alive,2020
Efendi,Azerbaijan,English,,,Cleopatra,2020
VAL,Belarus,Belarusian,,,Da Vidna,2020
Hooverphonic,Belgium,English,,,Release Me,2020
VICTORIA,Bulgaria,English,,,Tears Getting Sober,2020
Damir Kedžo,Croatia,Croatian,,,Divlji Vjetre,2020
Sandro,Cyprus,English,,,Running,2020
Benny Cristo,Czech Republic,English,,,Kemama,2020
Ben & Tan,Denmark,English,,,YES,2020
Uku Suviste,Estonia,English,,,What Love Is,2020
Aksel,Finland,English,,,Looking Back,2020
Tom Leeb,France,"French,English",,0.0,Mon Alliée (The Best In Me),2020
Tornike Kipiani,Georgia,English,,,Take Me As I Am,2020
Ben Dolic,Germany,English,,0.0,Violent Thing,2020
Stefania,Greece,English,,,SUPERG!RL,2020
Daði og Gagnamagnið,Iceland,English,,,Think About Things,2020
Lesley Roy,Ireland,English,,,Story Of My Life,2020
Eden Alene,Israel,"English,Amharic,Hebrew,Arabic",,,Feker Libi,2020
Diodato,Italy,Italian,,0.0,Fai Rumore,2020
Samanta Tīna,Latvia,English,,,Still Breathing,2020
The Roop,Lithuania,English,,,On Fire,2020
Destiny,Malta,English,,,All Of My Love,2020
Natalia Gordienko,Moldova,English,,,Prison,2020
Jeangu Macrooy,Netherlands,English,,0.0,Grow,2020
Vasil,North Macedonia,English,,,YOU,2020
Ulrikke,Norway,English,,,Attention,2020
Alicja,Poland,English,,,Empires,2020
Elisa,Portugal,Portuguese,,,Medo De Sentir,2020
ROXEN,Romania,English,,,Alcohol You,2020
Little Big,Russia,"English,Spanish",,,Uno,2020
Senhit,San Marino,English,,,Freaky!,2020
Hurricane,Serbia,"Serbian,Spanish",,,Hasta La Vista,2020
Ana Soklič,Slovenia,Slovenian,,,Voda,2020
Blas Cantó,Spain,Spanish,,0.0,Universo,2020
The Mamas,Sweden,English,,,Move,2020
Gjon's Tears,Switzerland,French,,,Répondez-moi,2020
Go_A,Ukraine,Ukranian,,,Solovey,2020
James Newman,United Kingdom,English,,0.0,My Last Breath,2020
Anxhela Peristeri,Albania,Albanian,21.0,57.0,Karma,2021
Montaigne,Australia,English,,,Technicolour,2021
Vincent Bueno,Austria,English,,,Amen,2021
Efendi,Azerbaijan,English,20.0,65.0,Mata Hari,2021
Hooverphonic,Belgium,English,19.0,74.0,The Wrong Place,2021
VICTORIA,Bulgaria,English,11.0,170.0,Growing Up Is Getting Old,2021
Albina,Croatia,"English,Croatian",,,Tick-Tock,2021
Elena Tsagrinou,Cyprus,English,16.0,94.0,El Diablo,2021
Benny Cristo,Czech Republic,"English,Czech",,,omaga,2021
Fyr Og Flamme,Denmark,Danish,,,Øve Os På Hinanden,2021
Uku Suviste,Estonia,English,,,The Lucky One,2021
Blind Channel,Finland,English,6.0,301.0,Dark Side,2021
Barbara Pravi,France,French,2.0,499.0,Voilà,2021
Tornike Kipiani,Georgia,English,,,You,2021
Jendrik,Germany,English,25.0,3.0,I Don't Feel Hate,2021
Stefania,Greece,English,10.0,170.0,Last Dance,2021
Daði og Gagnamagnið,Iceland,English,4.0,378.0,10 Years,2021
Lesley Roy,Ireland,English,,,MAPS,2021
Eden Alene,Israel,English,17.0,93.0,Set Me Free,2021
Måneskin,Italy,Italian,1.0,524.0,Zitti E Buoni,2021
Samanta Tīna,Latvia,English,,,The Moon Is Rising,2021
The Roop,Lithuania,English,8.0,220.0,Discoteque,2021
Destiny,Malta,English,7.0,255.0,Je Me Casse,2021
Natalia Gordienko,Moldova,English,13.0,115.0,SUGAR,2021
Jeangu Macrooy,Netherlands,"English,Sranan Tongo",23.0,11.0,Birth Of A New Age,2021
Vasil,North Macedonia,English,,,Here I Stand,2021
TIX,Norway,English,18.0,75.0,Fallen Angel,2021
RAFAŁ,Poland,English,,,The Ride,2021
The Black Mamba,Portugal,English,12.0,153.0,Love Is On My Side,2021
ROXEN,Romania,English,,,Amnesia,2021
Manizha,Russia,"Russian,English",9.0,204.0,Russian Woman,2021
Senhit,San Marino,English,22.0,50.0,Adrenalina,2021
Hurricane,Serbia,Serbian,15.0,102.0,Loco Loco,2021
Ana Soklič,Slovenia,English,,,Amen,2021
Blas Cantó,Spain,Spanish,24.0,6.0,Voy A Quedarme,2021
Tusse,Sweden,English,14.0,109.0,Voices,2021
Gjon's Tears,Switzerland,French,3.0,432.0,Tout l'Univers,2021
Go_A,Ukraine,Ukrainian,5.0,364.0,Shum,2021
James Newman,United Kingdom,English,26.0,0.0,Embers,2021
